Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,361.68,358.91,337.72,188.4,126.56,84.19,66.33,53.88,42.45,-2.54,39.99,0.0,,,,,,,,,,
1,361.63,358.7,337.42,188.33,126.54,84.15,66.29,53.93,42.41,-0.82,39.94,0.0,,,,,,,,,,
2,361.61,358.57,337.19,188.32,126.54,84.07,66.29,54.06,42.43,-2.66,39.89,0.0,,,,,,,,,,
3,361.56,358.59,336.93,188.31,126.58,84.06,66.33,54.18,42.57,-3.64,39.85,0.0,,,,,,,,,,
4,361.5,358.7,336.73,188.34,126.67,84.03,66.41,54.34,42.77,-2.66,39.83,0.0,,,,,,,,,,
5,361.48,358.84,336.57,188.47,126.74,84.06,66.54,54.56,42.96,-2.55,39.82,0.0,,,,,,,,,,
6,361.46,358.96,336.34,188.62,126.85,84.1,66.72,54.84,43.18,-2.27,39.84,0.0,,,,,,,,,,
7,361.45,359.05,336.22,188.77,126.94,84.13,66.93,55.08,43.41,-2.84,39.88,0.0,,,,,,,,,,
8,361.45,359.12,336.17,188.74,127.01,84.16,67.14,55.37,43.64,-1.81,39.94,0.0,,,,,,,,,,
9,361.47,359.2,336.19,188.72,127.06,84.18,67.33,55.61,43.89,-2.51,40.0,0.0,,,,,,,,,,
10,361.49,359.3,336.18,188.69,127.11,84.26,67.47,55.86,44.14,-1.9,40.08,0.0,,,,,,,,,,
11,361.53,359.42,336.17,188.71,127.19,84.34,67.61,56.04,44.37,-1.34,40.17,0.0,,,,,,,,,,
12,361.6,359.56,336.09,188.94,127.39,84.44,67.83,56.2,44.71,-1.16,40.34,0.0,,,,,,,,,,
13,361.68,359.68,335.91,189.13,127.63,84.56,68.07,56.38,45.01,0.11,40.51,0.0,,,,,,,,,,
14,361.75,359.77,335.78,189.41,127.83,84.71,68.26,56.63,45.22,-0.44,40.63,0.0,,,,,,,,,,
15,361.8,359.86,335.62,189.8,128.04,84.9,68.42,56.83,45.41,0.36,40.77,0.0,,,,,,,,,,
16,361.88,359.94,335.48,190.05,128.26,85.02,68.6,56.98,45.59,0.47,40.91,0.0,,,,,,,,,,
17,361.96,359.98,335.36,190.37,128.48,85.15,68.79,57.12,45.79,-0.69,41.06,0.0,,,,,,,,,,
18,362.06,359.98,335.28,190.4,128.68,85.21,69.0,57.24,46.01,-1.27,41.23,0.0,,,,,,,,,,
19,362.16,359.98,335.24,190.4,128.86,85.35,69.21,57.51,46.22,-1.21,41.39,0.0,,,,,,,,,,
20,362.24,360.04,335.19,190.62,129.06,85.53,69.42,57.78,46.45,-0.72,41.57,0.0,,,,,,,,,,
21,362.33,360.18,335.22,190.71,129.36,85.71,69.68,58.03,46.8,-1.12,41.86,0.0,,,,,,,,,,
22,362.41,360.33,335.24,190.83,129.69,85.82,69.99,58.27,47.16,-0.75,42.16,0.0,,,,,,,,,,
23,362.48,360.42,335.24,191.09,129.92,86.07,70.24,58.55,47.4,-5.0,42.37,0.0,,,,,,,,,,
24,362.55,360.5,335.24,191.12,130.13,86.23,70.44,58.73,47.6,-6.8,42.59,0.0,,,,,,,,,,
25,362.62,360.61,335.22,191.2,130.35,86.37,70.54,58.79,47.75,-6.08,42.8,0.0,,,,,,,,,,
26,362.67,360.69,335.21,191.3,130.56,86.51,70.66,58.84,47.88,-6.61,43.01,0.0,,,,,,,,,,
27,362.73,360.76,335.18,191.55,130.78,86.71,70.82,59.0,48.03,-6.01,43.22,0.0,,,,,,,,,,
28,362.78,360.84,335.14,191.83,130.99,86.88,70.99,59.11,48.18,-6.37,43.45,0.0,,,,,,,,,,
29,362.84,360.91,335.11,192.05,131.2,87.0,71.16,59.23,48.3,-6.77,43.67,0.0,,,,,,,,,,
30,362.91,361.04,335.06,192.26,131.48,87.15,71.4,59.33,48.47,-7.44,43.99,0.0,,,,,,,,,,
31,362.99,361.17,335.0,192.4,131.72,87.34,71.67,59.51,48.67,-7.25,44.31,0.0,,,,,,,,,,
32,363.04,361.24,334.99,192.44,131.87,87.38,71.88,59.66,48.81,-6.34,44.53,0.0,,,,,,,,,,
33,363.09,361.31,335.02,192.56,132.02,87.6,72.08,59.84,48.98,-7.12,44.75,0.0,,,,,,,,,,
34,363.11,361.36,335.08,192.64,132.17,87.75,72.26,60.0,49.15,-5.08,44.98,0.0,,,,,,,,,,
35,363.11,361.44,335.14,192.78,132.33,87.98,72.39,60.16,49.31,-2.04,45.21,0.0,,,,,,,,,,
36,363.12,361.5,335.21,193.04,132.5,88.19,72.49,60.35,49.48,0.47,45.45,0.0,,,,,,,,,,
37,363.13,361.57,335.28,193.2,132.66,88.39,72.7,60.63,49.69,-0.38,45.69,0.0,,,,,,,,,,
38,363.16,361.64,335.32,193.32,132.81,88.54,72.93,60.87,49.93,0.05,45.93,0.0,,,,,,,,,,
39,363.22,361.72,335.45,193.33,133.04,88.68,73.19,60.95,50.24,-0.77,46.29,0.0,,,,,,,,,,
40,363.3,361.85,335.56,193.47,133.32,88.84,73.36,61.08,50.47,-0.87,46.66,0.0,,,,,,,,,,
41,363.36,361.95,335.61,193.62,133.52,89.08,73.52,61.29,50.63,-1.15,46.9,0.0,,,,,,,,,,
42,363.43,362.04,335.65,193.89,133.72,89.23,73.68,61.47,50.78,-2.09,47.14,0.0,,,,,,,,,,
43,363.49,362.15,335.71,194.18,133.94,89.38,73.85,61.58,50.94,-1.84,47.39,0.0,,,,,,,,,,
44,363.56,362.23,335.74,194.44,134.14,89.61,74.03,61.8,51.1,-1.27,47.64,0.0,,,,,,,,,,
45,363.64,362.27,335.78,194.65,134.35,89.86,74.27,62.1,51.31,-1.05,47.88,0.0,,,,,,,,,,
46,363.73,362.32,335.83,194.73,134.5,89.99,74.51,62.34,51.53,0.38,48.12,0.0,,,,,,,,,,
47,363.81,362.38,335.86,194.86,134.66,90.19,74.71,62.55,51.78,-0.28,48.39,0.0,,,,,,,,,,
48,363.91,362.5,335.94,194.92,134.89,90.4,75.04,62.74,52.08,0.53,48.77,0.0,,,,,,,,,,
49,363.97,362.68,336.08,194.95,135.1,90.6,75.35,62.93,52.4,-0.23,49.16,0.0,,,,,,,,,,
50,364.01,362.81,336.18,195.01,135.26,90.74,75.56,63.1,52.6,-0.1,49.42,0.0,,,,,,,,,,
51,364.05,362.92,336.28,195.21,135.43,91.0,75.69,63.24,52.76,0.61,49.68,0.0,,,,,,,,,,
52,364.09,362.99,336.39,195.25,135.59,91.13,75.78,63.28,52.9,-0.94,49.94,0.0,,,,,,,,,,
53,364.13,363.06,336.5,195.46,135.76,91.24,75.92,63.36,53.01,-0.5,50.19,0.0,,,,,,,,,,
54,364.16,363.13,336.6,195.69,135.94,91.46,76.11,63.58,53.14,-0.89,50.43,0.0,,,,,,,,,,
55,364.2,363.2,336.68,195.82,136.09,91.63,76.26,63.73,53.28,-0.09,50.67,0.0,,,,,,,,,,
56,364.25,363.27,336.74,195.97,136.25,91.86,76.37,63.89,53.42,-1.0,50.91,0.0,,,,,,,,,,
57,364.32,363.34,336.82,196.17,136.53,92.05,76.57,64.07,53.64,-0.84,51.26,0.0,,,,,,,,,,
58,364.41,363.46,336.93,196.43,136.85,92.31,76.81,64.21,53.87,-0.46,51.6,0.0,,,,,,,,,,
59,364.47,363.58,337.04,196.8,137.1,92.57,76.97,64.38,54.01,-0.64,51.84,0.0,,,,,,,,,,
60,364.53,363.7,337.14,196.99,137.36,92.71,77.1,64.43,54.13,-0.18,52.07,0.0,,,,,,,,,,
61,364.58,363.84,337.23,197.28,137.61,92.88,77.26,64.56,54.25,-1.46,52.3,0.0,,,,,,,,,,
62,364.61,363.94,337.29,197.53,137.84,93.15,77.45,64.77,54.38,-1.36,52.53,0.0,,,,,,,,,,
63,364.65,364.02,337.35,197.77,138.07,93.31,77.6,64.92,54.53,-1.04,52.75,0.0,,,,,,,,,,
64,364.71,364.08,337.43,198.01,138.28,93.53,77.78,65.12,54.69,-1.54,52.99,0.0,,,,,,,,,,
65,364.77,364.13,337.54,198.3,138.48,93.71,77.91,65.22,54.84,-4.59,53.21,0.0,,,,,,,,,,
66,364.83,364.18,337.7,198.53,138.71,93.93,78.06,65.29,54.99,-4.12,53.54,0.0,,,,,,,,,,
67,364.89,364.23,337.84,198.58,138.93,94.05,78.22,65.41,55.16,-4.63,53.86,0.0,,,,,,,,,,
68,364.94,364.26,337.93,198.72,139.11,94.23,78.31,65.47,55.26,-4.37,54.08,0.0,,,,,,,,,,
69,365.01,364.33,338.02,198.91,139.28,94.44,78.4,65.53,55.39,-4.86,54.3,0.0,,,,,,,,,,
70,365.06,364.4,338.11,199.16,139.46,94.56,78.54,65.63,55.52,-4.48,54.51,0.0,,,,,,,,,,
71,365.13,364.48,338.2,199.26,139.59,94.71,78.67,65.82,55.7,-4.65,54.71,0.0,,,,,,,,,,
72,365.17,364.57,338.32,199.39,139.72,94.92,78.82,66.05,55.89,-3.33,54.94,0.0,,,,,,,,,,
73,365.21,364.67,338.4,199.42,139.85,95.05,78.96,66.24,56.08,-3.55,55.16,0.0,,,,,,,,,,
74,365.25,364.78,338.46,199.49,139.97,95.21,79.08,66.36,56.26,-3.01,55.38,0.0,,,,,,,,,,
75,365.32,364.93,338.57,199.52,140.19,95.39,79.34,66.58,56.53,-3.14,55.71,0.0,,,,,,,,,,
76,365.4,365.06,338.73,199.68,140.41,95.59,79.57,66.82,56.8,-3.38,56.03,0.0,,,,,,,,,,
77,365.43,365.14,338.84,199.84,140.59,95.78,79.68,66.99,56.99,-4.08,56.24,0.0,,,,,,,,,,
78,365.48,365.24,338.92,200.15,140.79,95.95,79.75,67.21,57.19,-3.36,56.47,0.0,,,,,,,,,,
79,365.51,365.33,339.0,200.45,140.98,96.18,79.88,67.5,57.39,-3.89,56.69,0.0,,,,,,,,,,
80,365.55,365.42,339.06,200.71,141.17,96.41,80.03,67.7,57.6,-2.99,56.92,0.0,,,,,,,,,,
81,365.61,365.51,339.13,200.67,141.32,96.5,80.14,67.7,57.76,-3.07,57.15,0.0,,,,,,,,,,
82,365.66,365.58,339.22,200.73,141.45,96.64,80.26,67.73,57.88,-2.43,57.38,0.0,,,,,,,,,,
83,365.72,365.63,339.29,200.84,141.61,96.8,80.41,67.9,58.01,-2.55,57.6,0.0,,,,,,,,,,
84,365.82,365.72,339.43,200.91,141.79,96.98,80.68,68.08,58.27,-2.48,57.95,0.0,,,,,,,,,,
85,365.89,365.79,339.54,201.01,141.95,97.16,80.93,68.35,58.58,-2.76,58.29,0.0,,,,,,,,,,
86,365.94,365.85,339.63,201.11,142.07,97.27,81.04,68.46,58.77,-2.63,58.51,0.0,,,,,,,,,,
87,365.98,365.91,339.7,201.26,142.19,97.5,81.15,68.59,58.96,-2.39,58.74,0.0,,,,,,,,,,
88,366.03,365.99,339.77,201.34,142.29,97.58,81.36,68.78,59.16,-1.97,58.97,0.0,,,,,,,,,,
89,366.05,366.06,339.86,201.44,142.38,97.78,81.61,69.05,59.38,-2.42,59.2,0.0,,,,,,,,,,
90,366.1,366.11,339.93,201.61,142.5,97.96,81.8,69.27,59.59,-2.16,59.42,0.0,,,,,,,,,,
91,366.14,366.19,340.0,201.74,142.6,98.08,81.91,69.25,59.77,-2.18,59.66,0.0,,,,,,,,,,
92,366.21,366.24,340.08,201.88,142.7,98.2,81.97,69.28,59.87,-1.74,59.9,0.0,,,,,,,,,,
93,366.31,366.33,340.2,201.93,142.84,98.35,82.1,69.39,60.02,-0.57,60.21,0.0,,,,,,,,,,
94,366.41,366.44,340.32,201.95,143.03,98.52,82.26,69.39,60.15,-2.98,60.53,0.0,,,,,,,,,,
95,366.42,366.51,340.41,202.01,143.16,98.72,82.39,69.54,60.27,-1.43,60.71,0.0,,,,,,,,,,
96,366.46,366.57,340.49,202.17,143.3,98.8,82.53,69.71,60.4,-1.73,60.9,0.0,,,,,,,,,,
97,366.5,366.63,340.57,202.21,143.42,98.91,82.55,69.7,60.47,-1.48,61.11,0.0,,,,,,,,,,
98,366.54,366.67,340.66,202.32,143.53,99.07,82.55,69.66,60.52,-0.32,61.29,0.0,,,,,,,,,,
99,366.57,366.71,340.73,202.4,143.63,99.17,82.58,69.65,60.58,-0.16,61.48,0.0,,,,,,,,,,
100,366.6,366.77,340.78,202.43,143.7,99.33,82.64,69.77,60.64,0.24,61.66,0.0,,,,,,,,,,
101,366.63,366.88,340.85,202.38,143.8,99.43,82.69,69.86,60.78,-0.43,61.9,0.0,,,,,,,,,,
102,366.68,366.98,340.95,202.37,143.89,99.5,82.67,69.92,60.91,0.3,62.14,0.0,,,,,,,,,,
103,366.74,367.02,341.0,202.36,143.95,99.65,82.75,70.02,61.04,1.13,62.3,0.0,,,,,,,,,,
104,366.8,367.08,341.04,202.36,144.02,99.76,82.86,70.24,61.19,-0.63,62.47,0.0,,,,,,,,,,
105,366.82,367.13,341.08,202.4,144.07,99.92,82.99,70.41,61.36,0.26,62.62,0.0,,,,,,,,,,
106,366.85,367.2,341.1,202.48,144.17,100.03,83.09,70.59,61.55,-0.09,62.81,0.0,,,,,,,,,,
107,366.9,367.25,341.15,202.58,144.29,100.15,83.18,70.74,61.71,-0.55,62.98,0.0,,,,,,,,,,
108,366.95,367.3,341.24,202.62,144.43,100.28,83.24,70.8,61.84,1.42,63.16,0.0,,,,,,,,,,
109,367.0,367.34,341.34,202.72,144.56,100.35,83.24,70.71,61.93,0.03,63.32,0.0,,,,,,,,,,
110,367.05,367.38,341.43,202.78,144.69,100.48,83.21,70.62,61.97,-1.06,63.5,0.0,,,,,,,,,,
111,367.11,367.46,341.54,202.9,144.84,100.5,83.2,70.59,62.02,-1.3,63.73,0.0,,,,,,,,,,
112,367.16,367.56,341.65,202.98,144.96,100.61,83.2,70.49,62.06,-1.72,63.96,0.0,,,,,,,,,,
113,367.21,367.63,341.75,202.99,145.01,100.6,83.19,70.41,62.06,-1.75,64.11,0.0,,,,,,,,,,
114,367.27,367.68,341.84,202.98,145.05,100.67,83.12,70.34,62.05,-1.63,64.22,0.0,,,,,,,,,,
115,367.31,367.73,341.9,202.94,145.07,100.74,83.08,70.35,62.08,-1.25,64.35,0.0,,,,,,,,,,
116,367.36,367.81,341.98,202.99,145.09,100.78,83.13,70.5,62.16,-1.41,64.48,0.0,,,,,,,,,,
117,367.4,367.88,342.01,203.04,145.07,100.8,83.2,70.63,62.28,-2.2,64.61,0.0,,,,,,,,,,
118,367.45,367.96,342.06,203.12,145.08,100.9,83.25,70.7,62.36,-1.83,64.74,0.0,,,,,,,,,,
119,367.52,368.03,342.1,203.1,145.1,100.97,83.35,70.86,62.5,-2.11,64.87,0.0,,,,,,,,,,
120,367.62,368.12,342.18,203.06,145.05,101.0,83.52,71.0,62.71,-1.85,65.08,0.0,,,,,,,,,,
121,367.71,368.21,342.28,203.04,144.99,101.07,83.72,71.16,62.94,-2.0,65.28,0.0,,,,,,,,,,
122,367.74,368.26,342.32,202.99,144.98,101.15,83.85,71.35,63.14,-3.1,65.42,0.0,,,,,,,,,,
123,367.77,368.33,342.4,203.01,145.02,101.24,83.98,71.47,63.32,-2.51,65.58,0.0,,,,,,,,,,
124,367.8,368.38,342.44,203.11,145.07,101.31,84.08,71.61,63.46,-2.36,65.72,0.0,,,,,,,,,,
125,367.82,368.43,342.51,203.13,145.1,101.42,84.19,71.7,63.61,-1.38,65.87,0.0,,,,,,,,,,
126,367.85,368.48,342.59,203.18,145.14,101.48,84.33,71.82,63.76,-1.35,66.03,0.0,,,,,,,,,,
127,367.9,368.52,342.65,203.21,145.17,101.61,84.45,72.0,63.9,-2.19,66.2,0.0,,,,,,,,,,
128,367.96,368.61,342.75,203.24,145.29,101.76,84.53,72.1,64.13,-0.92,66.42,0.0,,,,,,,,,,
129,368.03,368.68,342.85,203.44,145.47,101.9,84.63,72.14,64.3,-0.42,66.66,0.0,,,,,,,,,,
130,368.08,368.76,342.9,203.58,145.58,101.99,84.74,72.2,64.41,0.1,66.8,0.0,,,,,,,,,,
131,368.14,368.84,342.95,203.84,145.69,102.13,84.86,72.4,64.54,1.61,66.95,0.0,,,,,,,,,,
